id,creature_name,category,species,subspecies,colouring,style,mood,motion_type,elemental_affinity,environment
882,The Proud Crystal Dragon,Mythical,Dragon,Crystal Dragon,Silver & gold,Naturalistic,Proud,Slow prowl,Earth,Marsh
883,Crystal Dragon of Silver Naturalistic,Mythical,Dragon,Crystal Dragon,Silver & gold,Naturalistic,Aggressive,Roaring stance,Fire,Playground
884,Crystal Dragon of Silver Naturalistic,Mythical,Dragon,Crystal Dragon,Silver & gold,Naturalistic,Aggressive,Slow prowl,Water,Toybox
885,Proud Silver Crystal Dragon,Mythical,Dragon,Crystal Dragon,Silver & gold,Gothic,Proud,Roaring stance,Air,Arcade
886,Proud Silver Crystal Dragon,Mythical,Dragon,Crystal Dragon,Silver & gold,Gothic,Proud,Slow prowl,Shadow,Kitchen
887,Aggressive Silver Crystal Dragon,Mythical,Dragon,Crystal Dragon,Silver & gold,Gothic,Aggressive,Roaring stance,Light,Server room
888,Aggressive Silver Crystal Dragon,Mythical,Dragon,Crystal Dragon,Silver & gold,Gothic,Aggressive,Slow prowl,Nature,Cyberspace
889,Goldwing Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & brown,Naturalistic,Proud,Roaring stance,Storm,Skyscraper
890,Goldwing Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & brown,Naturalistic,Proud,Slow prowl,Ice,Terminal
891,Gold Naturalistic Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & brown,Naturalistic,Aggressive,Roaring stance,Lightning,Grove
892,Gold Naturalistic Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & brown,Naturalistic,Aggressive,Slow prowl,Spirit,Nebula
893,Proud Gold Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & brown,Gothic,Proud,Roaring stance,Time,Void
894,Proud Gold Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & brown,Gothic,Proud,Slow prowl,Space,Chronoscape
895,Gothic Ancient Dragon of Dragon,Mythical,Dragon,Ancient Dragon,Gold & brown,Gothic,Aggressive,Roaring stance,Void,Chamber
896,Gothic Ancient Dragon of Dragon,Mythical,Dragon,Ancient Dragon,Gold & brown,Gothic,Aggressive,Slow prowl,Sound,Dimension Fold
897,Goldwing Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & flame,Naturalistic,Proud,Roaring stance,Energy,Rift
898,Goldwing Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & flame,Naturalistic,Proud,Slow prowl,Magic,Core
899,The Aggressive Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & flame,Naturalistic,Aggressive,Roaring stance,Code,Prism
900,The Aggressive Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & flame,Naturalistic,Aggressive,Slow prowl,Electric,Archive
901,Gold Gothic Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & flame,Gothic,Proud,Roaring stance,Gravity,Night sky
902,Gold Gothic Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & flame,Gothic,Proud,Slow prowl,Cosmic,Horizon
903,Gold Gothic Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & flame,Gothic,Aggressive,Roaring stance,Earth,Savannah
904,Gold Gothic Ancient Dragon,Mythical,Dragon,Ancient Dragon,Gold & flame,Gothic,Aggressive,Slow prowl,Fire,Forest
905,The Proud Ancient Dragon,Mythical,Dragon,Ancient Dragon,Silver & gold,Naturalistic,Proud,Roaring stance,Water,Ocean
906,The Proud Ancient Dragon,Mythical,Dragon,Ancient Dragon,Silver & gold,Naturalistic,Proud,Slow prowl,Air,Jungle
907,Aggressive Silver Ancient Dragon,Mythical,Dragon,Ancient Dragon,Silver & gold,Naturalistic,Aggressive,Roaring stance,Shadow,Desert
908,Aggressive Silver Ancient Dragon,Mythical,Dragon,Ancient Dragon,Silver & gold,Naturalistic,Aggressive,Slow prowl,Light,Cliffs
909,Silver Gothic Ancient Dragon,Mythical,Dragon,Ancient Dragon,Silver & gold,Gothic,Proud,Roaring stance,Nature,Garden
910,Silver Gothic Ancient Dragon,Mythical,Dragon,Ancient Dragon,Silver & gold,Gothic,Proud,Slow prowl,Storm,Mountain
911,The Aggressive Ancient Dragon,Mythical,Dragon,Ancient Dragon,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Sky
912,The Aggressive Ancient Dragon,Mythical,Dragon,Ancient Dragon,Silver & gold,Gothic,Aggressive,Slow prowl,Lightning,Glade
913,Goldwing Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Gold & brown,Naturalistic,Proud,Roaring stance,Spirit,Plateau
914,Goldwing Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Gold & brown,Naturalistic,Proud,Slow prowl,Time,Ruins
915,Naturalistic Flame Phoenix of Phoenix,Mythical,Phoenix,Flame Phoenix,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Temple
916,Naturalistic Flame Phoenix of Phoenix,Mythical,Phoenix,Flame Phoenix,Gold & brown,Naturalistic,Aggressive,Slow prowl,Void,Cave
917,Gold Gothic Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Gold & brown,Gothic,Proud,Roaring stance,Sound,Volcano
918,Gold Gothic Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Gold & brown,Gothic,Proud,Slow prowl,Energy,Riverbank
919,Flame Phoenix of Gold Gothic,Mythical,Phoenix,Flame Phoenix,Gold & brown,Gothic,Aggressive,Roaring stance,Magic,Deep sea
920,Flame Phoenix of Gold Gothic,Mythical,Phoenix,Flame Phoenix,Gold & brown,Gothic,Aggressive,Slow prowl,Code,Reef
921,Proud Gold Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Lagoon
922,Proud Gold Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Gold & flame,Naturalistic,Proud,Slow prowl,Gravity,Tower
923,Naturalistic Flame Phoenix of Phoenix,Mythical,Phoenix,Flame Phoenix,Gold & flame,Naturalistic,Aggressive,Roaring stance,Cosmic,Shrine
924,Naturalistic Flame Phoenix of Phoenix,Mythical,Phoenix,Flame Phoenix,Gold & flame,Naturalistic,Aggressive,Slow prowl,Earth,Sacred Grove
925,Flame Phoenix of Gold Gothic,Mythical,Phoenix,Flame Phoenix,Gold & flame,Gothic,Proud,Roaring stance,Fire,Marsh
926,Flame Phoenix of Gold Gothic,Mythical,Phoenix,Flame Phoenix,Gold & flame,Gothic,Proud,Slow prowl,Water,Playground
927,Flame Phoenix of Gold Gothic,Mythical,Phoenix,Flame Phoenix,Gold & flame,Gothic,Aggressive,Roaring stance,Air,Toybox
928,Flame Phoenix of Gold Gothic,Mythical,Phoenix,Flame Phoenix,Gold & flame,Gothic,Aggressive,Slow prowl,Shadow,Arcade
929,Silver Naturalistic Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Silver & gold,Naturalistic,Proud,Roaring stance,Light,Kitchen
930,Silver Naturalistic Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Silver & gold,Naturalistic,Proud,Slow prowl,Nature,Server room
931,Silverwing Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Silver & gold,Naturalistic,Aggressive,Roaring stance,Storm,Cyberspace
932,Silverwing Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Silver & gold,Naturalistic,Aggressive,Slow prowl,Ice,Skyscraper
933,Silver Gothic Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Silver & gold,Gothic,Proud,Roaring stance,Lightning,Terminal
934,Silver Gothic Flame Phoenix,Mythical,Phoenix,Flame Phoenix,Silver & gold,Gothic,Proud,Slow prowl,Spirit,Grove
935,Flame Phoenix of Silver Gothic,Mythical,Phoenix,Flame Phoenix,Silver & gold,Gothic,Aggressive,Roaring stance,Time,Nebula
936,Flame Phoenix of Silver Gothic,Mythical,Phoenix,Flame Phoenix,Silver & gold,Gothic,Aggressive,Slow prowl,Space,Void
937,Naturalistic Frost Phoenix of Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Chronoscape
938,Naturalistic Frost Phoenix of Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & brown,Naturalistic,Proud,Slow prowl,Sound,Chamber
939,Naturalistic Frost Phoenix of Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & brown,Naturalistic,Aggressive,Roaring stance,Energy,Dimension Fold
940,Naturalistic Frost Phoenix of Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & brown,Naturalistic,Aggressive,Slow prowl,Magic,Rift
941,The Proud Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & brown,Gothic,Proud,Roaring stance,Code,Core
942,The Proud Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & brown,Gothic,Proud,Slow prowl,Electric,Prism
943,Goldwing Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & brown,Gothic,Aggressive,Roaring stance,Gravity,Archive
944,Goldwing Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & brown,Gothic,Aggressive,Slow prowl,Cosmic,Night sky
945,Proud Gold Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Horizon
946,Proud Gold Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & flame,Naturalistic,Proud,Slow prowl,Fire,Savannah
947,Naturalistic Frost Phoenix of Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & flame,Naturalistic,Aggressive,Roaring stance,Water,Forest
948,Naturalistic Frost Phoenix of Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & flame,Naturalistic,Aggressive,Slow prowl,Air,Ocean
949,Proud Gold Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & flame,Gothic,Proud,Roaring stance,Shadow,Jungle
950,Proud Gold Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & flame,Gothic,Proud,Slow prowl,Light,Desert
951,Aggressive Gold Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & flame,Gothic,Aggressive,Roaring stance,Nature,Cliffs
952,Aggressive Gold Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Gold & flame,Gothic,Aggressive,Slow prowl,Storm,Garden
953,Silver Naturalistic Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Silver & gold,Naturalistic,Proud,Roaring stance,Ice,Mountain
954,Silver Naturalistic Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Silver & gold,Naturalistic,Proud,Slow prowl,Lightning,Sky
955,Aggressive Silver Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Silver & gold,Naturalistic,Aggressive,Roaring stance,Spirit,Glade
956,Aggressive Silver Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Silver & gold,Naturalistic,Aggressive,Slow prowl,Time,Plateau
957,Silverwing Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Silver & gold,Gothic,Proud,Roaring stance,Space,Ruins
958,Silverwing Frost Phoenix,Mythical,Phoenix,Frost Phoenix,Silver & gold,Gothic,Proud,Slow prowl,Void,Temple
959,Frost Phoenix of Silver Gothic,Mythical,Phoenix,Frost Phoenix,Silver & gold,Gothic,Aggressive,Roaring stance,Sound,Cave
960,Frost Phoenix of Silver Gothic,Mythical,Phoenix,Frost Phoenix,Silver & gold,Gothic,Aggressive,Slow prowl,Energy,Volcano
961,Gold Naturalistic Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & brown,Naturalistic,Proud,Roaring stance,Magic,Riverbank
962,Gold Naturalistic Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & brown,Naturalistic,Proud,Slow prowl,Code,Deep sea
963,Naturalistic Thunder Phoenix of Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & brown,Naturalistic,Aggressive,Roaring stance,Electric,Reef
964,Naturalistic Thunder Phoenix of Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & brown,Naturalistic,Aggressive,Slow prowl,Gravity,Lagoon
965,Goldwing Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Tower
966,Goldwing Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & brown,Gothic,Proud,Slow prowl,Earth,Shrine
967,Gothic Thunder Phoenix of Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & brown,Gothic,Aggressive,Roaring stance,Fire,Sacred Grove
968,Gothic Thunder Phoenix of Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & brown,Gothic,Aggressive,Slow prowl,Water,Marsh
969,Naturalistic Thunder Phoenix of Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & flame,Naturalistic,Proud,Roaring stance,Air,Playground
970,Naturalistic Thunder Phoenix of Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & flame,Naturalistic,Proud,Slow prowl,Shadow,Toybox
971,Goldwing Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & flame,Naturalistic,Aggressive,Roaring stance,Light,Arcade
972,Goldwing Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & flame,Naturalistic,Aggressive,Slow prowl,Nature,Kitchen
973,Proud Gold Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & flame,Gothic,Proud,Roaring stance,Storm,Server room
974,Proud Gold Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & flame,Gothic,Proud,Slow prowl,Ice,Cyberspace
975,Gothic Thunder Phoenix of Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & flame,Gothic,Aggressive,Roaring stance,Lightning,Skyscraper
976,Gothic Thunder Phoenix of Phoenix,Mythical,Phoenix,Thunder Phoenix,Gold & flame,Gothic,Aggressive,Slow prowl,Spirit,Terminal
977,Naturalistic Thunder Phoenix of Phoenix,Mythical,Phoenix,Thunder Phoenix,Silver & gold,Naturalistic,Proud,Roaring stance,Time,Grove
978,Naturalistic Thunder Phoenix of Phoenix,Mythical,Phoenix,Thunder Phoenix,Silver & gold,Naturalistic,Proud,Slow prowl,Space,Nebula
979,The Aggressive Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Silver & gold,Naturalistic,Aggressive,Roaring stance,Void,Void
980,The Aggressive Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Silver & gold,Naturalistic,Aggressive,Slow prowl,Sound,Chronoscape
981,The Proud Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Silver & gold,Gothic,Proud,Roaring stance,Energy,Chamber
982,The Proud Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Silver & gold,Gothic,Proud,Slow prowl,Magic,Dimension Fold
983,Silver Gothic Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Silver & gold,Gothic,Aggressive,Roaring stance,Code,Rift
984,Silver Gothic Thunder Phoenix,Mythical,Phoenix,Thunder Phoenix,Silver & gold,Gothic,Aggressive,Slow prowl,Electric,Core
985,Gold Naturalistic Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & brown,Naturalistic,Proud,Roaring stance,Gravity,Prism
986,Gold Naturalistic Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & brown,Naturalistic,Proud,Slow prowl,Cosmic,Archive
987,Goldwing Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & brown,Naturalistic,Aggressive,Roaring stance,Earth,Night sky
988,Goldwing Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & brown,Naturalistic,Aggressive,Slow prowl,Fire,Horizon
989,Proud Gold Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & brown,Gothic,Proud,Roaring stance,Water,Savannah
990,Proud Gold Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & brown,Gothic,Proud,Slow prowl,Air,Forest
991,Gothic Solar Phoenix of Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & brown,Gothic,Aggressive,Roaring stance,Shadow,Ocean
992,Gothic Solar Phoenix of Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & brown,Gothic,Aggressive,Slow prowl,Light,Jungle
993,Naturalistic Solar Phoenix of Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & flame,Naturalistic,Proud,Roaring stance,Nature,Desert
994,Naturalistic Solar Phoenix of Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & flame,Naturalistic,Proud,Slow prowl,Storm,Cliffs
995,Aggressive Gold Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & flame,Naturalistic,Aggressive,Roaring stance,Ice,Garden
996,Aggressive Gold Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & flame,Naturalistic,Aggressive,Slow prowl,Lightning,Mountain
997,Solar Phoenix of Gold Gothic,Mythical,Phoenix,Solar Phoenix,Gold & flame,Gothic,Proud,Roaring stance,Spirit,Sky
998,Solar Phoenix of Gold Gothic,Mythical,Phoenix,Solar Phoenix,Gold & flame,Gothic,Proud,Slow prowl,Time,Glade
999,The Aggressive Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Plateau
1000,The Aggressive Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Gold & flame,Gothic,Aggressive,Slow prowl,Void,Ruins
1001,Naturalistic Solar Phoenix of Phoenix,Mythical,Phoenix,Solar Phoenix,Silver & gold,Naturalistic,Proud,Roaring stance,Sound,Temple
1002,Naturalistic Solar Phoenix of Phoenix,Mythical,Phoenix,Solar Phoenix,Silver & gold,Naturalistic,Proud,Slow prowl,Energy,Cave
1003,Aggressive Silver Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Silver & gold,Naturalistic,Aggressive,Roaring stance,Magic,Volcano
1004,Aggressive Silver Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Silver & gold,Naturalistic,Aggressive,Slow prowl,Code,Riverbank
1005,Proud Silver Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Silver & gold,Gothic,Proud,Roaring stance,Electric,Deep sea
1006,Proud Silver Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Silver & gold,Gothic,Proud,Slow prowl,Gravity,Reef
1007,Silverwing Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Silver & gold,Gothic,Aggressive,Roaring stance,Cosmic,Lagoon
1008,Silverwing Solar Phoenix,Mythical,Phoenix,Solar Phoenix,Silver & gold,Gothic,Aggressive,Slow prowl,Earth,Tower
1009,Gold Naturalistic Unicorn,Mythical,Celestial Beast,Unicorn,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Shrine
1010,Gold Naturalistic Unicorn,Mythical,Celestial Beast,Unicorn,Gold & brown,Naturalistic,Proud,Slow prowl,Water,Sacred Grove
1011,The Aggressive Unicorn,Mythical,Celestial Beast,Unicorn,Gold & brown,Naturalistic,Aggressive,Roaring stance,Air,Marsh
1012,The Aggressive Unicorn,Mythical,Celestial Beast,Unicorn,Gold & brown,Naturalistic,Aggressive,Slow prowl,Shadow,Playground
1013,The Proud Unicorn,Mythical,Celestial Beast,Unicorn,Gold & brown,Gothic,Proud,Roaring stance,Light,Toybox
1014,The Proud Unicorn,Mythical,Celestial Beast,Unicorn,Gold & brown,Gothic,Proud,Slow prowl,Nature,Arcade
1015,Gothic Unicorn of Celestial Beast,Mythical,Celestial Beast,Unicorn,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Kitchen
1016,Gothic Unicorn of Celestial Beast,Mythical,Celestial Beast,Unicorn,Gold & brown,Gothic,Aggressive,Slow prowl,Ice,Server room
1017,Unicorn of Gold Naturalistic,Mythical,Celestial Beast,Unicorn,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Cyberspace
1018,Unicorn of Gold Naturalistic,Mythical,Celestial Beast,Unicorn,Gold & flame,Naturalistic,Proud,Slow prowl,Spirit,Skyscraper
1019,Unicorn of Gold Naturalistic,Mythical,Celestial Beast,Unicorn,Gold & flame,Naturalistic,Aggressive,Roaring stance,Time,Terminal
1020,Unicorn of Gold Naturalistic,Mythical,Celestial Beast,Unicorn,Gold & flame,Naturalistic,Aggressive,Slow prowl,Space,Grove
1021,Goldwing Unicorn,Mythical,Celestial Beast,Unicorn,Gold & flame,Gothic,Proud,Roaring stance,Void,Nebula
1022,Goldwing Unicorn,Mythical,Celestial Beast,Unicorn,Gold & flame,Gothic,Proud,Slow prowl,Sound,Void
1023,Gold Gothic Unicorn,Mythical,Celestial Beast,Unicorn,Gold & flame,Gothic,Aggressive,Roaring stance,Energy,Chronoscape
1024,Gold Gothic Unicorn,Mythical,Celestial Beast,Unicorn,Gold & flame,Gothic,Aggressive,Slow prowl,Magic,Chamber
1025,Silverwing Unicorn,Mythical,Celestial Beast,Unicorn,Silver & gold,Naturalistic,Proud,Roaring stance,Code,Dimension Fold
1026,Silverwing Unicorn,Mythical,Celestial Beast,Unicorn,Silver & gold,Naturalistic,Proud,Slow prowl,Electric,Rift
1027,Silver Naturalistic Unicorn,Mythical,Celestial Beast,Unicorn,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Core
1028,Silver Naturalistic Unicorn,Mythical,Celestial Beast,Unicorn,Silver & gold,Naturalistic,Aggressive,Slow prowl,Cosmic,Prism
1029,Silver Gothic Unicorn,Mythical,Celestial Beast,Unicorn,Silver & gold,Gothic,Proud,Roaring stance,Earth,Archive
1030,Silver Gothic Unicorn,Mythical,Celestial Beast,Unicorn,Silver & gold,Gothic,Proud,Slow prowl,Fire,Night sky
1031,Silver Gothic Unicorn,Mythical,Celestial Beast,Unicorn,Silver & gold,Gothic,Aggressive,Roaring stance,Water,Horizon
1032,Silver Gothic Unicorn,Mythical,Celestial Beast,Unicorn,Silver & gold,Gothic,Aggressive,Slow prowl,Air,Savannah
1033,Goldwing Griffin,Mythical,Celestial Beast,Griffin,Gold & brown,Naturalistic,Proud,Roaring stance,Shadow,Forest
1034,Goldwing Griffin,Mythical,Celestial Beast,Griffin,Gold & brown,Naturalistic,Proud,Slow prowl,Light,Ocean
1035,The Aggressive Griffin,Mythical,Celestial Beast,Griffin,Gold & brown,Naturalistic,Aggressive,Roaring stance,Nature,Jungle
1036,The Aggressive Griffin,Mythical,Celestial Beast,Griffin,Gold & brown,Naturalistic,Aggressive,Slow prowl,Storm,Desert
1037,Gothic Griffin of Celestial Beast,Mythical,Celestial Beast,Griffin,Gold & brown,Gothic,Proud,Roaring stance,Ice,Cliffs
1038,Gothic Griffin of Celestial Beast,Mythical,Celestial Beast,Griffin,Gold & brown,Gothic,Proud,Slow prowl,Lightning,Garden
1039,The Aggressive Griffin,Mythical,Celestial Beast,Griffin,Gold & brown,Gothic,Aggressive,Roaring stance,Spirit,Mountain
1040,The Aggressive Griffin,Mythical,Celestial Beast,Griffin,Gold & brown,Gothic,Aggressive,Slow prowl,Time,Sky
1041,Naturalistic Griffin of Celestial Beast,Mythical,Celestial Beast,Griffin,Gold & flame,Naturalistic,Proud,Roaring stance,Space,Glade
1042,Naturalistic Griffin of Celestial Beast,Mythical,Celestial Beast,Griffin,Gold & flame,Naturalistic,Proud,Slow prowl,Void,Plateau
1043,Gold Naturalistic Griffin,Mythical,Celestial Beast,Griffin,Gold & flame,Naturalistic,Aggressive,Roaring stance,Sound,Ruins
1044,Gold Naturalistic Griffin,Mythical,Celestial Beast,Griffin,Gold & flame,Naturalistic,Aggressive,Slow prowl,Energy,Temple
1045,Goldwing Griffin,Mythical,Celestial Beast,Griffin,Gold & flame,Gothic,Proud,Roaring stance,Magic,Cave
1046,Goldwing Griffin,Mythical,Celestial Beast,Griffin,Gold & flame,Gothic,Proud,Slow prowl,Code,Volcano
1047,Aggressive Gold Griffin,Mythical,Celestial Beast,Griffin,Gold & flame,Gothic,Aggressive,Roaring stance,Electric,Riverbank
1048,Aggressive Gold Griffin,Mythical,Celestial Beast,Griffin,Gold & flame,Gothic,Aggressive,Slow prowl,Gravity,Deep sea
1049,The Proud Griffin,Mythical,Celestial Beast,Griffin,Silver & gold,Naturalistic,Proud,Roaring stance,Cosmic,Reef
1050,The Proud Griffin,Mythical,Celestial Beast,Griffin,Silver & gold,Naturalistic,Proud,Slow prowl,Earth,Lagoon
1051,Silverwing Griffin,Mythical,Celestial Beast,Griffin,Silver & gold,Naturalistic,Aggressive,Roaring stance,Fire,Tower
1052,Silverwing Griffin,Mythical,Celestial Beast,Griffin,Silver & gold,Naturalistic,Aggressive,Slow prowl,Water,Shrine
1053,Silverwing Griffin,Mythical,Celestial Beast,Griffin,Silver & gold,Gothic,Proud,Roaring stance,Air,Sacred Grove
